sender,timestamp,receiver_id,category
Türker Yılmaz,2023-01-08 11:29:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-08 11:29:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-09 04:05:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-09 12:48:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-09 12:49:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-09 12:49:00+03:00,873591404044209,close_college_friends
Türker Yılmaz,2023-01-09 12:50:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-09 12:50:00+03:00,873591404044209,close_college_friends
Türker Yılmaz,2023-01-09 12:51:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 00:19:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-10 00:19:00+03:00,373276414321697,childhood_friends
Türker Yılmaz,2023-01-10 00:25:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 03:28:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 03:30:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-10 03:30:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 03:31:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 03:31:00+03:00,373276414321697,childhood_friends
Türker Yılmaz,2023-01-10 03:32:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-10 03:32:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 03:32:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 03:32:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 03:33:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 04:46:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 04:49:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 04:54:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-10 05:54:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-10 09:58:00+03:00,669732307764866,high_school_friends
Türker Yılmaz,2023-01-10 09:58:00+03:00,669732307764866,high_school_friends
Türker Yılmaz,2023-01-10 14:59:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 14:59:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-10 15:59:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 17:34:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-10 17:41:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-11 10:13:00+03:00,935220521216042,college_friends
Türker Yılmaz,2023-01-11 10:13:00+03:00,935220521216042,college_friends
Türker Yılmaz,2023-01-12 03:48:00+03:00,935220521216042,college_friends
Türker Yılmaz,2023-01-12 04:22:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-12 06:19:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-12 13:56:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-12 13:56:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-12 13:57:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-12 13:57:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-12 13:57:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-12 13:59:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-12 13:59:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-12 16:55:00+03:00,669732307764866,high_school_friends
Türker Yılmaz,2023-01-12 16:55:00+03:00,669732307764866,high_school_friends
Türker Yılmaz,2023-01-13 03:49:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-13 03:53:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-13 03:53:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-13 03:54:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-13 03:54:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-13 03:56:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-13 17:51:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-13 17:52:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:52:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:52:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-13 17:52:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-13 17:53:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:53:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,991780112226749,college_friends
Türker Yılmaz,2023-01-13 17:56:00+03:00,991780112226749,college_friends
Türker Yılmaz,2023-01-13 17:57:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:57:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:57:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:57:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-13 17:57:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 01:47:00+03:00,954828095921951,close_college_friends
